DATE,SST_ANOM,TEMP,OLR,OLR ANOM,SOI
2011-04-01,-0.74,26.95,53.9,16.6,3.1
2011-05-01,-0.53,27.28,46.8,4.1,0.6
2011-06-01,-0.25,27.21,42.1,-1.6,0.4
2011-07-01,-0.23,26.81,46.2,0.1,1.6
2011-08-01,-0.66,26.33,53.6,3.0,0.7
2011-09-01,-0.76,25.93,56.3,2.4,1.7
2011-10-01,-0.93,25.7,66.8,14.8,1.2
2011-11-01,-1.09,25.58,59.9,12.1,1.8
2011-12-01,-1.05,25.58,60.0,22.9,4.1
2012-01-01,-0.93,25.77,61.2,26.4,1.8
2012-02-01,-0.61,26.15,63.9,29.0,0.8
2012-03-01,-0.48,26.71,50.3,13.3,1.2
2012-04-01,-0.29,27.21,39.3,2.0,-0.4
2012-05-01,-0.18,27.57,42.0,-0.7,0.1
2012-06-01,0.14,27.64,45.8,2.1,-0.7
2012-07-01,0.44,27.54,33.1,-13.0,-0.1
2012-08-01,0.66,27.32,51.9,1.3,-0.3
2012-09-01,0.44,27.13,45.9,-8.0,0.4
2012-10-01,0.23,26.98,46.5,-5.5,0.5
2012-11-01,0.33,26.73,44.9,-2.9,0.4
2012-12-01,-0.13,26.41,44.8,7.7,-1.0
2013-01-01,-0.42,26.21,29.9,-4.9,-0.1
2013-02-01,-0.4,26.44,36.6,1.7,-0.4
2013-03-01,-0.14,26.96,33.4,-3.6,2.5
2013-04-01,-0.08,27.38,47.1,9.8,0.4
2013-05-01,-0.28,27.47,52.3,9.6,1.3
2013-06-01,-0.33,27.24,49.2,5.5,2.0
2013-07-01,-0.28,26.89,55.2,9.1,1.3
2013-08-01,-0.29,26.64,63.6,13.0,0.3
2013-09-01,-0.09,26.51,58.1,4.2,0.5
2013-10-01,-0.24,26.54,53.5,1.5,-0.1
2013-11-01,-0.02,26.5,56.0,8.2,1.2
2013-12-01,-0.09,26.35,48.4,11.3,0.1
2014-01-01,-0.42,26.22,38.6,3.8,2.4
2014-02-01,-0.45,26.41,38.2,3.3,0.1
2014-03-01,-0.07,27.03,19.7,-17.3,-1.5
2014-04-01,0.28,27.73,22.3,-15.0,1.3
2014-05-01,0.45,28.04,40.7,-2.0,0.9
2014-06-01,0.48,27.82,32.2,-11.5,0.3
2014-07-01,0.13,27.34,43.5,-2.6,-0.3
2014-08-01,0.14,27.02,55.5,4.9,-1.2
2014-09-01,0.37,27.0,54.5,0.6,-1.2
2014-10-01,0.48,27.21,49.0,-3.0,-1.0
2014-11-01,0.89,27.31,50.3,2.5,-1.5
2014-12-01,0.77,27.28,37.8,0.7,-0.9
2015-01-01,0.59,27.19,36.6,1.8,-1.4
2015-02-01,0.57,27.34,32.8,-2.1,0.4
2015-03-01,0.48,27.82,8.0,-29.0,-1.2
2015-04-01,0.9,28.38,21.1,-16.2,-0.1
2015-05-01,1.04,28.76,28.3,-14.4,-1.2
2015-06-01,1.28,28.83,21.2,-22.5,-0.9
2015-07-01,1.56,28.81,39.8,-6.3,-1.9
2015-08-01,1.87,28.82,27.6,-23.0,-2.4
2015-09-01,2.01,28.93,28.1,-25.8,-2.7
2015-10-01,2.21,29.14,28.4,-23.6,-2.8
2015-11-01,2.57,29.25,23.7,-24.1,-0.8
2015-12-01,2.56,29.26,-4.3,-41.4,-0.9
2016-01-01,2.56,29.12,2.9,-31.9,-3.6
2016-02-01,2.11,29.01,-2.6,-37.5,-3.2
2016-03-01,1.6,28.88,12.3,-24.7,-0.1
2016-04-01,1.05,28.62,22.9,-14.4,-2.0
2016-05-01,0.45,28.22,40.2,-2.5,0.7
2016-06-01,0.06,27.59,44.8,1.1,1.1
2016-07-01,-0.25,26.93,52.7,6.6,0.7
2016-08-01,-0.48,26.42,62.1,11.5,1.2
2016-09-01,-0.46,26.14,65.4,11.5,2.0
2016-10-01,-0.75,26.02,66.1,14.1,-0.4
2016-11-01,-0.63,26.01,66.6,18.8,-0.2
2016-12-01,-0.51,26.06,55.3,18.2,0.5
2017-01-01,-0.34,26.3,49.5,14.7,0.3
2017-02-01,-0.01,26.71,56.6,21.7,-0.1
2017-03-01,-0.09,27.35,54.1,17.1,1.5
2017-04-01,0.22,27.89,43.1,5.8,-0.3
2017-05-01,0.3,28.13,44.8,2.1,0.4
2017-06-01,0.22,27.97,53.0,9.3,-0.7
2017-07-01,0.22,27.43,37.5,-8.6,1.3
2017-08-01,-0.18,26.84,54.1,3.5,0.9
2017-09-01,-0.56,26.38,63.9,10.0,1.0
2017-10-01,-0.52,26.06,60.9,8.9,1.5
2017-11-01,-0.84,25.84,61.9,14.1,1.5
2017-12-01,-0.85,25.64,48.5,11.4,-0.2
2018-01-01,-0.86,25.72,61.6,26.8,1.8
2018-02-01,-0.73,26.02,35.1,0.2,-0.8
2018-03-01,-0.73,26.6,45.4,8.4,2.4
2018-04-01,-0.36,27.18,56.2,18.9,0.8
2018-05-01,-0.12,27.61,57.8,15.1,0.6
2018-06-01,0.12,27.64,59.8,16.1,-0.2
2018-07-01,0.27,27.38,49.3,3.2,0.4
2018-08-01,0.05,27.18,55.7,5.1,-0.5
2018-09-01,0.3,27.25,57.5,3.6,-1.5
2018-10-01,0.84,27.47,56.6,4.6,0.6
2018-11-01,1.0,27.57,39.8,-8.0,-0.1
2018-12-01,0.97,27.43,32.4,-4.7,1.7
2019-01-01,0.75,27.39,24.0,-10.8,-0.1
2019-02-01,0.72,27.59,6.4,-28.5,-2.3
2019-03-01,0.71,28.01,18.2,-18.8,-0.5
2019-04-01,0.66,28.34,24.3,-13.0,0.2
2019-05-01,0.54,28.37,32.2,-10.5,-0.7
2019-06-01,0.45,28.1,38.6,-5.1,-0.7
2019-07-01,0.28,27.57,48.2,2.1,-0.6
2019-08-01,0.14,27.1,50.7,0.1,-0.2
2019-09-01,0.19,26.95,62.0,8.1,-1.9
2019-10-01,0.35,27.06,58.4,6.4,-0.6
2019-11-01,0.51,27.18,45.9,-1.9,-1.4
2019-12-01,0.55,27.17,34.1,-3.0,-0.9
2020-01-01,0.5,27.14,23.5,-11.3,0.3
2020-02-01,0.48,27.35,14.7,-20.2,-0.1
2020-03-01,0.4,27.7,38.8,1.8,-0.2
2020-04-01,0.19,27.87,48.2,10.9,0.3
2020-05-01,-0.08,27.75,54.0,11.3,0.7
2020-06-01,-0.3,27.35,61.3,17.6,-0.6
2020-07-01,-0.41,26.88,58.7,12.6,0.7
2020-08-01,-0.57,26.38,63.7,13.1,1.8
2020-09-01,-0.89,25.87,66.5,12.6,1.5
2020-10-01,-1.17,25.54,68.4,16.4,0.8
2020-11-01,-1.27,25.4,67.1,19.3,1.1
2020-12-01,-1.19,25.43,64.7,27.6,3.0
2021-01-01,-1.05,25.59,69.6,34.8,3.2
2021-02-01,-0.93,25.94,52.3,17.4,2.5
2021-03-01,-0.84,26.46,59.7,22.7,0.6
2021-04-01,-0.66,27.03,38.1,0.8,0.6
2021-05-01,-0.48,27.35,45.1,2.4,0.8
2021-06-01,-0.38,27.28,56.4,12.7,0.7
2021-07-01,-0.4,26.89,51.0,4.9,2.3
2021-08-01,-0.49,26.46,66.2,15.6,1.0
2021-09-01,-0.67,26.09,65.3,11.4,1.3
2021-10-01,-0.81,25.9,70.5,18.5,1.2
2021-11-01,-0.98,25.69,69.1,21.3,1.6
2021-12-01,-0.98,25.63,53.7,16.6,2.5
2022-01-01,-0.97,25.67,52.5,17.7,0.8
2022-02-01,-0.93,25.94,59.8,24.9,1.8
2022-03-01,-0.99,26.31,64.8,27.8,2.9
2022-04-01,-1.06,26.62,61.9,24.6,2.8
2022-05-01,-0.99,26.84,65.9,23.2,2.4
2022-06-01,-0.85,26.8,59.8,16.1,2.8
2022-07-01,-0.81,26.48,58.5,12.4,1.3
2022-08-01,-0.91,26.04,69.6,19.0,1.7
2022-09-01,-1.01,25.75,72.3,18.4,2.7
2022-10-01,-0.99,25.72,70.9,18.9,2.8
2022-11-01,-0.92,25.76,68.1,20.3,0.5
2022-12-01,-0.82,25.8,63.3,26.2,3.5
2023-01-01,-0.67,25.97,,,
2023-02-01,-0.43,26.44,,,
2023-03-01,-0.16,27.14,,,
